Age,Attrition,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,IncomePerWorkingYear,PromotionDelayRatio,AverageSatisfaction,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research and Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,EducationField_Unknown,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,JobRole_Unknown,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes,HighIncomeIndicator_Low Income,ExperienceLevel_Junior,ExperienceLevel_Mid,ExperienceLevel_Senior,TenureGroup_2-3 years,TenureGroup_4-5 years,TenureGroup_6+ years
0.4485182213978495,1,0.7425265337769018,-1.0112729223646924,2,2,1.3831382668932737,3,2,4,-0.22039673245262162,19479,8,11,3,1,0,-0.41943861638492286,0,1,-0.1606038450422586,4,0,5,-0.07349527589691954,-0.8549625644756657,-1.4455905142848562,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1
1.3329203480978344,0,-1.2977746019136118,-0.1472743860700491,1,3,-0.2406767700620191,2,2,2,-0.3518100765776173,24907,1,23,4,4,1,-0.16026469201088478,3,3,0.4983986733446782,7,1,7,-0.32110916293791564,-0.5613314951923353,0.5320903195901912,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
0.006317158047857013,1,1.4143632382387843,-0.8878445600368862,2,4,1.2847252343505287,2,1,3,-0.8545926570957891,2396,6,15,3,2,0,-0.5490255785719419,3,3,-1.1491076226226637,0,0,0,-0.5348625272390334,-0.8549625644756657,0.5320903195901912,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
-0.4358839053021355,0,1.4614661806180305,-0.76441619770908,4,4,-0.4867093514188816,3,1,3,-0.7010583791523205,23159,1,11,3,3,0,-0.41943861638492286,3,3,-0.6548557338324612,3,3,0,-0.45701708716495987,2.081348128357637,1.026510528058953,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0
-1.0991855003271243,0,-0.5242947060017769,-0.8878445600368862,1,1,-1.2740136117608418,3,1,2,-0.5962651418258261,16632,9,12,3,4,1,-0.6786125407589609,3,3,-0.8196063634291954,2,2,2,-0.20048826254534632,2.081348128357637,-0.4567500973473325,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
-0.5464341711396336,0,0.5020536174196967,-0.8878445600368862,2,4,0.645040522822686,3,1,4,-0.6712513581596325,11864,0,13,3,3,0,-0.41943861638492286,2,2,0.004146784554475587,7,3,6,-0.43323394832267503,0.4034563038814642,1.026510528058953,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
2.438423006472816,0,1.2928872289449382,-0.76441619770908,3,3,0.743453555365431,4,1,1,-0.7458626434117699,9964,4,20,4,1,3,0.09890923236315328,3,2,-0.9843569930259296,0,0,0,-0.6258923308941399,-0.8549625644756657,-1.940010722753618,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
-0.7675347028146299,0,1.3771767047814845,1.8275794111748498,1,4,0.05456232756621595,3,1,3,-0.741550935972576,13335,1,22,4,2,1,-1.3265473516940562,2,3,-0.9843569930259296,0,0,0,2.330396701048742,-0.8549625644756657,0.5320903195901912,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.11686742388535513,0,-1.4539580424342708,1.7041510488470435,3,4,-1.0771875466753518,2,3,3,0.5394011045496716,8787,0,21,4,2,0,-0.16026469201088478,2,3,0.333648043747944,7,1,8,0.24777155181037264,-0.5287058208275208,0.5320903195901912,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
-0.10423310778964111,0,1.230909673182772,2.1978644981582685,3,3,1.3831382668932737,3,2,3,-0.2646386000895674,16577,6,13,3,2,2,0.7468440432982485,3,2,0.004146784554475587,7,7,7,-0.5235095696774078,2.081348128357637,-0.4567500973473325,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
-0.21478337362713923,0,0.016149580244313087,0.8401525125524003,3,1,0.8910731041795485,4,1,2,-0.7916042353753917,16479,0,13,3,3,1,-0.6786125407589609,5,3,-0.3253544746389928,4,0,3,-0.40830403339365523,-0.8549625644756657,-0.9511703058160944,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
-0.8780849686521279,0,-1.6101414829549299,0.7167241502245941,2,4,-0.8311549653184892,2,2,3,-0.4603526247208021,12682,0,12,3,4,0,-0.16026469201088478,3,3,0.333648043747944,5,0,8,-0.3903943825086474,-0.8549625644756657,1.520930736527715,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1
-0.6569844369771317,0,-0.32844562979333136,2.074436135830462,1,1,-1.7168722582031943,3,1,3,-0.7006834480706515,15170,1,17,3,4,1,-0.80819950294598,1,2,-0.3253544746389928,2,4,3,-0.19546239169565588,1.4940859897909768,-0.4567500973473325,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
-0.32533363946463734,0,1.3474274780156446,1.2104375995358188,2,2,1.333931750621901,3,1,4,-0.7475498332792805,8758,0,11,3,3,1,-1.0673734273200182,2,3,-0.8196063634291954,2,1,2,0.1692722356818751,0.6131927819409859,0.5320903195901912,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
-0.9886352344896261,1,-1.7340965944792623,1.8275794111748498,3,3,-0.7819484490471167,2,1,3,-0.8662155206275292,12947,5,14,3,2,0,-0.6786125407589609,4,3,-0.6548557338324612,2,0,3,-0.48768088252765424,-0.8549625644756657,0.037670111121429345,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0
-0.8780849686521279,0,1.4540288739265705,1.4572943241914311,4,2,-0.7327419327757442,4,3,1,0.6245104600885418,10195,1,11,3,3,1,-0.16026469201088478,1,3,0.4983986733446782,9,8,8,0.3020988224236925,1.4940859897909768,-0.9511703058160944,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
-0.5464341711396336,0,-1.1614239792368461,-0.5175594730534676,2,1,0.6942470390940585,4,1,2,-0.6281342837676939,15053,0,12,3,4,2,-0.5490255785719419,5,2,-0.1606038450422586,2,0,5,-0.3283573576327072,-0.8549625644756657,-0.9511703058160944,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1
-1.6519368295146148,0,0.7945876806171215,0.8401525125524003,2,4,1.4815512994360187,4,1,4,-0.6961842750906231,7324,1,13,3,2,2,-1.3265473516940562,2,2,-0.9843569930259296,0,0,0,2.6199825928642357,-0.8549625644756657,0.5320903195901912,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1.7751214114478269,0,1.0325814947438399,-0.8878445600368862,4,1,0.5958340065513135,2,4,4,1.64563526101415,22021,2,16,3,3,0,2.561061513916515,3,3,2.9696581172956913,8,3,7,-0.2966437486173798,-0.5026052813356693,0.037670111121429345,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0.11686742388535513,0,-1.06969719670884,-0.8878445600368862,3,4,-1.0279810304039791,3,1,4,-0.7368642974517131,4306,5,11,3,3,0,-0.6786125407589609,3,3,-0.6548557338324612,2,1,2,-0.350067752119465,0.12380766646876869,1.520930736527715,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0
-1.4308362978396185,0,-0.32100832310187144,0.22301070091336941,2,1,1.4815512994360187,4,2,3,-0.494471353152684,8232,0,18,3,4,1,-0.80819950294598,5,2,-0.490105104235727,2,1,3,0.06779750995479303,-0.12088489126733984,-0.4567500973473325,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
-0.10423310778964111,1,1.0301023925133532,-0.023846023742242928,4,3,0.7926600716368035,2,1,1,-0.6077005398167316,6986,7,23,4,2,0,-0.16026469201088478,4,3,-0.3253544746389928,3,0,3,-0.48444996555285325,-0.8549625644756657,-0.9511703058160944,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
-0.32533363946463734,0,-0.9507002896454807,-0.2707027483978553,4,1,-0.6343289002329991,3,3,2,1.002066059329257,21293,0,11,3,3,0,0.2284961945501723,4,3,0.8278999325381465,6,2,11,0.21189088409591633,-0.36557744900344846,-0.9511703058160944,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
-1.762487095352113,0,-1.020115152099107,0.7167241502245941,2,3,1.4815512994360187,3,1,4,-1.0154380911318037,19281,1,14,3,4,0,-1.4561343138810752,6,3,-1.1491076226226637,0,0,0,0.5821116269064427,-0.8549625644756657,1.520930736527715,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
